Ballot ID,Full Council District,CounDist,CounPerson,Category,location_type,name,Cost,description,Location,lat,lon,Notes,shortlisted
0192,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Housing,housing,Grounds Renovations for Ravenswood Houses,"$300,000","Replacing asphalt, fencing and greening to beautify areas within the development. (designed to budget). ",Ravenswood Houses,40.761864, -73.934393,,TRUE
0193,"District 27, I. Daneek Miller",27,I. Daneek Miller,Education,education,School Auditorium Multimedia Upgrade,"$100,000",The project will provide a new sound and projection system for the school auditorium.,"P.S. 15, 121-15 Lucas Street, St. Albans",40.686003, -73.756735,,TRUE
0194,"District 27, I. Daneek Miller",27,I. Daneek Miller,Education,education,"Conversion of School Auditorium to a ""Gymnatorium""","$400,000",The project will renovate the current auditorium to provide space for students to have indoor physical education space ,"P.S. 36, 187-01 Foch Blvd, St. Albans",40.713449, -73.767465,,TRUE
0195,"District 27, I. Daneek Miller",27,I. Daneek Miller,Education,education,STEM/ STEAM Mobile Science Carts for Eight Schools,"$294,000","This project will provide mobile labs to Humanities & Arts HS, Math, Science, Research & Technology HS, Institute for Health Professions HS, PS/IS 116, Pathways College Prep, IS 192, IS 8, and IS 238",Eight Schools in District 27,40.700652, -73.781678,Chose the coordinates for PS/IS 116,TRUE
0196,"District 27, I. Daneek Miller",27,I. Daneek Miller,Education,education,Adaptive Special Needs Playground Equipment,"$600,000",This project would install playgrounds with special adaptive equipment for General Education and District 75 students at two locations serving four schools in total,P.S 136 & P.S/M.S 147,40.698594, -73.752435,Chose the coordinates for PS 136,TRUE
0197,"District 27, I. Daneek Miller",27,I. Daneek Miller,Streets,streets,Security Cameras in District 27,"$70,000",The project will fund two NYPD security cameras to provide safety for residents of the district.,St. Albans & Jamaica,40.691777, -73.777542,Locations are not set so we used the District Office location,TRUE
0198,"District 27, I. Daneek Miller",27,I. Daneek Miller,Youth,youth,Smartboards for I.S 238 - Susan B. Anthony Academy,"$125,000",The project would provide 20 smartboards for the school,"I.S. 238, 88-15 182 Street, Hollis",40.712909,-73.779921,,TRUE
0199,"District 27, I. Daneek Miller",27,I. Daneek Miller,Youth,youth,Tennis Court at I.S 238 - Susan B. Anthony Academy,"$250,000",The project would construct one tennis court in the school yard,"I.S. 238, 88-15 182 Street, Hollis",40.712809, -73.779821,,TRUE
0200,"District 27, I. Daneek Miller",27,I. Daneek Miller,Youth,youth,P.S. 15 Gymnasium Upgrade,"$150,000","This project would resurface the gym floor, provide new basketball hoops, and improve the lighting, bleachers and scoreboard","121-15 Lucas Street, Springfield Gardens",40.685908, -73.756956,,TRUE
0201,"District 27, I. Daneek Miller",27,I. Daneek Miller,Youth,youth,P.S./M.S. 147 Gymnasium Upgrade,"$150,000","This project would resurface the gym floor, provide new basketball hoops, improve the lighting, bleachers and scoreboard","P.S/M.S 147, 218-01 116 Avenue, Cambria Heights",40.698127,-73.740217,,TRUE
0202,"District 27, I. Daneek Miller",27,I. Daneek Miller,Youth,youth,Technology Upgrades for P.S./M.S. 147,"$70,000",Laptops and laptop carts for P.S./M.S. 147.,"218-01 116 Avenue, Cambria Heights",40.698127,-73.740017,,TRUE
0203,"District 27, I. Daneek Miller",27,I. Daneek Miller,Youth,youth,Student Bathroom Renovations at I.S. 192,"$400,000",The project would renovate eight student bathrooms in the school,"I.S. 192, 109-89 204 Street, St. Albans",40.705704, -73.752671,,TRUE
0204,"District 27, I. Daneek Miller",27,I. Daneek Miller,Youth,youth,New Laptops for Five Schools ,"$225,000","The project will provide 250 laptops to five schools in the district: P.S. 36, P.S. 176, P.S./M.S. 147, I.S. 192, Pathways College Preparatory School",Five Schools in the District,40.698027, -73.740117,Chose the coordinates for PS/MS 147,TRUE
0205,"District 27, I. Daneek Miller",27,I. Daneek Miller,Parks & Recreation,parks,Haggerty Park Greenery,"$300,000",This project will remove tree stumps and plant new trees in the park,"Jamaica Avenue, between 201 St. & 204 St.",40.713453, -73.758020,"No address found, go by coordinates I chose",TRUE
0206,"District 29, Karen Koslowitz",29,Karen Koslowitz,Transit,transit,Bus Trackers,"$160,000",This project will implement electronic countdown clocks indicating when the next bus will arrive at multiple bus stops in the district. ,"Q60, Q64, Q23, and Q46 (District- Wide) ",40.732328, -73.867996,Chose a stop on the Q60,TRUE
0207,"District 29, Karen Koslowitz",29,Karen Koslowitz,Transit,transit,Bus Pads,"$320,00 to $520,00",Bus Pads are the concrete pavement at bus stops. New bus pads will promote safety & accessibility for a variety of bus riders at the Q23 stops at Queens Blvd and 71st Avenue. ,Locations to be Verified by DOT. ,40.721263, -73.844273,,TRUE
0208,"District 29, Karen Koslowitz",29,Karen Koslowitz,Education,education,Proper Pupil Potties,"$350,000",The complete renovation of select bathrooms at three public schools which are a persistent problem. This will reduce the amount of time and money used to maintain the aging bathrooms.,"P.S. 144, P.S. 174, and P.S. 101",40.715188, -73.853200,Chose coordinates for PS 144,TRUE
0209,"District 29, Karen Koslowitz",29,Karen Koslowitz,Education,education,"Lights, Camera, Action","$300,000",Audio Video upgrades for each auditorium in four public schools. The audio video systems are old and broken. This project will address the out dated technology in the auditoriums within our schools.,"P.S. 139, P.S. 174, P.S. 175, and J.H.S. 157",40.720582, -73.861435,Chose coordinates for PS 174,TRUE
0210,"District 29, Karen Koslowitz",29,Karen Koslowitz,Education,education,More Cool at School,"$800,000",This project will fund wiring to install air conditioning systems in common areas like cafeterias and auditoriums. Large sections of these schools cannot be used comfortably during spring and summer.,"P.S. 196Q, J.H.S. 157, and P.S. 174",40.722993, -73.837702,Chose coordinates for PS 196,TRUE
0211,"District 29, Karen Koslowitz",29,Karen Koslowitz,Education,education,Power Up,"$550,000",Providing new computers for three schools that have outdated desktops and not enough laptops to service the students. Having new computers will educate and enhance the student's abilities.,"P.S. 99, P.S. 139, and J.H.S. 157",40.711560, -73.827857,Chose coordinates for PS 99,TRUE
0212,"District 29, Karen Koslowitz",29,Karen Koslowitz,Parks & Recreation,parks,Adult Workout Stations in Russell Sage Playground,"$250,000","Installing fitness equipment that can be utilized by individuals or small groups. The equipment will be placed at easily accessible areas, making it hassle free to exercise.",Booth St. Btw 68 Ave. & 68 Dr.,40.724378, -73.851320,,TRUE
0213,"District 29, Karen Koslowitz",29,Karen Koslowitz,Streets,streets,A Safer Intersection at 71st Ave and Austin St,"$400,000",Installing a single curb extension at the Northeast corner of 71st Avenue and Austin Street. This would help calm traffic along both streets and improve safety for pedestrians on those streets.,71st Avenue and Austin Street,40.720132, -73.844765,,TRUE
0214,"District 29, Karen Koslowitz",29,Karen Koslowitz,"Arts, Culture & Community Facilities",culture,Outdoor Reading Room,"$275,000",Utilize outdoor space for a reading room and renovate the meeting room in the library. This would add reading space in a natural environment that will encourage returning visits and customer usage.,Forest Hills Library,40.722101, -73.842987,,TRUE
0215,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,Parks & Recreation,parks,Children's Swing Area Renovation ,"$200,000","Renovating the children’s swing area to make it a safer environment. The children’s swing sets need new metal bars, a new safety surface installation and fencing repairs.",Reiff & Nathan Weidenbaum Playgrounds,40.718730, -73.901317,,TRUE
0216,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,Parks & Recreation,parks,Basketball Court Renovations at Little Bush Park ,"$250,000","Renovate the basketball courts for better usage and safety! This includes new backboards, basketball hoops, a sports coating and a new fence to enclose it.",Nathan Weidenbaum (Little Bush) Playground,40.738317,-73.902356,,TRUE
0217,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,Parks & Recreation,parks,Playground Beautification at Little Bush Park ,"$100,000",Horticultural renovations to beautify the playground and create a noise barrier between the playground and residential homes. ,Nathan Weidenbaum (Little Bush) Playground,40.738217, -73.902256,,TRUE
0218,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,Education,education,Smart Boards for Schools ,"$250,000",Fifteen SMART Boards for each of the listed schools will allow for the integration of various technologies within the classroom to improve the learning experiences of students!,Grover Cleveland H.S & P.S/IS 87,40.711669, -73.909206,Chose coordinates from Cleveland HS ,TRUE
0219,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,Education,education,Laptop Carts for Classrooms ,"$280,000",Providing laptop carts for schools to make the latest technology more accessible for students in the classroom!  ,"P.S/I.S 49, P.S 87, P.S/I.S 119, P.S 153 ",40.719543, -73.874953,Chose the coordinate for PS/IS 49,TRUE
0220,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,Education,education,Air Conditioning Renovation at I.S. 73,"$350,000",Purchase and install a ductless split air conditioning system to cool the cafeteria or auditorium in the school building.,Maspeth ,40.728702, -73.893229,,TRUE
0221,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,Education,education,Operation Restroom Renovation,"$385,000",Working and updating bathrooms are essential for the health and hygiene of the students. These renovations are to bathrooms which require and have not received recent repairs or renovations.,"P.S./I.S. 49, P.S. 09, P.S. 88",40.704054, -73.896524,Chose the coordinate for PS 88,TRUE
0222,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,Education,education,Auditorium Seat Replacement ,"$786,750",Create a safer experience for students by replacing and repairing the auditorium seats in our schools. ,P.S. 71 and P.S. 153,40.711409, -73.904623,Chose the Coordinates for PS 71,TRUE
0223,"District 30, Elizabeth Crowley",30,Elizabeth Crowley,"Arts, Culture & Community Facilities",culture,"Computers, Equipment and Furniture","$36,000",Fulfilling a community need by adding more desktop computers along with equipment and furniture to the Ridgewood and Maspeth Public Libraries. ,Ridgewood Library & Maspeth Public Library,40.705173, -73.902529,Chose the coordinates for Ridgewood Library ,TRUE
0224,"District 31, Donovan Richards",31,Donovan Richards,Education,education,Far Rockaway High School Library Upgrade,"$250,000",The Far Rockaway High School library is very important to the school. It has resources that the students can rely on. But now the library is need of new computers and also an electrical upgrade.,"821 Bay 25th Street, Far Rockaway",40.602463,-73.763284,,TRUE
0225,"District 31, Donovan Richards",31,Donovan Richards,Education,education,M.S.53 Technology Upgrade,"$75,000",The school is in need of 6 new smart boards to further education for students.,10-45 Nameoke Street,40.603771,-73.749597,,TRUE
0226,"District 31, Donovan Richards",31,Donovan Richards,Education,education,P.S.106 Technology Upgrade,"$75,000",The school is in need of 6 new smart boards to further the education for students.,"180 Beach 35th St., Far Rockaway",40.594556,-73.766918,,TRUE
0227,"District 31, Donovan Richards",31,Donovan Richards,Education,education,Designing a Track in the School Yard,"$500,000",P.S.106 is in need of a track in the school yard. A track in the school yard would not only help beautify the school but also provide an activity that would promote an healthy lifestyle for the students.,"180 Beach 35th St., Far Rockaway",40.594756,-73.766918,,TRUE
0228,"District 31, Donovan Richards",31,Donovan Richards,Education,education,New Smart Boards,"$75,000",P.S. 253 is in need of six new smart boards to further education for students ,"1307 Central Avenue, Far Rockway",40.607380, -73.748840,,TRUE
0229,"District 31, Donovan Richards",31,Donovan Richards,Education,education,Security Cameras,"$250,000","P.S 106 is a building that's isolated from other properties, a camera surveillance system would help ensure the safety of the school community ","180 Beach 35th St., Far Rockaway",40.594656, -73.766818,,TRUE
0230,"District 31, Donovan Richards",31,Donovan Richards,Education,education,New Weight Room,"$200,000",The Far Rockaway High School weight room needs new equipment so students do not get injured; it also needs new lockers.," 821 Bay 25th St., Far Rockaway",40.602463,-73.763084,,TRUE
0231,"District 31, Donovan Richards",31,Donovan Richards,Education,education,Locker Room Renovations,"$500,000",Far Rockaway Educational Campus is made up of other schools and is in need of a better locker room. It reminds people of a dungeon. The lighting is terrible and can be dangerous  ," 821 Bay 25th St., Far Rockaway",40.602363, -73.763184,,TRUE
0232,"District 31, Donovan Richards",31,Donovan Richards,Education,education,M.S 53 Technology Upgrades ,"$250,000","Needs  new smart boards, computers and better electricity and wiring to utilize multiple devices.","10-45 Nameoke St., Far Rockaway",40.603871, -73.749697,,TRUE
0233,"District 31, Donovan Richards",31,Donovan Richards,Education,education,Gymnasium Upgrade in P.S. 183Q,"$300,000",The gymnasium is in need of basketball hoops for our kids. The gym is also in need of bleachers so the school can invite parents and the community to school activities.,"2-45 Beach 79th Street, Rockaway Beach",40.589496,-73.805884,,TRUE
0234,"District 31, Donovan Richards",31,Donovan Richards,Education,education,Auditorium Upgrade in P.S. 183Q,"$500,000","The auditorium is in need of stage curtains, a new projector screen, new speaks on stage and new fans to keep the auditorium cool.  ","2-45 Beach 79th Street, Rockaway Beach",40.589496,-73.805684,,TRUE
0235,"District 31, Donovan Richards",31,Donovan Richards,Education,education,Classroom Upgrade in P.S. 183Q,"$250,000",The classrooms are in need of electrical outlets and approximately 35 smart boards in each of the classrooms to help our students further their educations.,"2-45 Beach 79th Street, Rockaway Beach ",40.589396, -73.805784,,TRUE
0236,"District 31, Donovan Richards",31,Donovan Richards,"Arts, Culture & Community Facilities",culture,Rockaway Institute for a Sustainable Environment,"$273,732","The project with fit out RISE, new community center for local exhibits, film screenings, lectures, public events and youth programs, with furniture and equipment. ",58-03 Rockaway Beach Blvd,40.591866, -73.788103,,TRUE
0237,"District 31, Donovan Richards",31,Donovan Richards,Transit,transit, Train Countdown Clocks,"$150,000",The Rockaway train stations should  have countdown clocks so residents can know when the train and the bus coming.,District- Wide ,40.592373, -73.788468,Chose a stop on the A train ,TRUE
0238,"District 33, Stephen Levin",33,Stephen Levin,Education,education,"Sweating Should Be Fun! K293, Int’l Studies","$350,000","The gym at this campus with 4 schools, PK-12 (with 1200 mostly Title I students) needs AC!  The only large activity space in this growing school also hosts community programs and can get really hot!","284 Baltic Street, Cobble Hill",40.685391, -73.993745,,TRUE
0239,"District 33, Stephen Levin",33,Stephen Levin,Education,education,Essential STEM Labs at I.S 318 and P.S 34,"$500,000","Let's bridge the technology gap and invest in the future for 2,000+ students at two amazing but underserved schools by funding essential STEM (Science, Tech, Engineering & Math) labs at both schools!","IS 318, East Williamsburg; PS 34, Greenpoint",40.726313, -73.949739,Chose coordinates for PS 34,TRUE
0240,"District 33, Stephen Levin",33,Stephen Levin,Education,education,Make Our School Cool! M.S. 126,"$400,000",Our building serves 3 schools and 1200 kids and needs wiring for AC in the classrooms and Auditorium! It’s hard to concentrate and be good students when you’re too hot! Give them a chance to succeed!,"424 Leonard Street, Williamsburg",40.719641, -73.947982,,TRUE
0241,"District 33, Stephen Levin",33,Stephen Levin,Education,education,Finish the Upgrades with P.S. 261 Computer Carts,"$140,000",P.S. 261 is a K-5 school with 800 students. Their wiring was upgraded but to utilize the improvements the students need new computers; four new carts will give them what they need!,"314 Pacific Street, Boerum Hill",40.687250, -73.988401,,TRUE
0242,"District 33, Stephen Levin",33,Stephen Levin,Education,education,Let There Be Air! Juan Morel Campos School,"$350,000","Our school is used by D14, D75 and the community.  We need AC in our auditorium.  The auditorium gets used for many events such as performances, assemblies, and graduation and it is very hot!  ","215 Heyward Street, Williamsburg",40.704191, -73.953214,,TRUE
0243,"District 33, Stephen Levin",33,Stephen Levin,Parks & Recreation,parks,Fix Taaffe Park: Community Seating Area,"$500,000",Create a moment of peace for area residents. Support a renovated seating area where all local residents can meet under the park’s historic oak trees and plan their community’s future; together.,"390 Park Avenue, Bedford-Stuyvesant ",40.695582, -73.960712,,TRUE
0244,"District 33, Stephen Levin",33,Stephen Levin,Parks & Recreation,parks,Make Msgr. McGolrick Park Safer,"$500,000","This project focuses on repaving some of the sidewalks along the park and replacing fencing. Current sidewalks are cracked, unsafe for children, and hazardous for wheelchair and stroller access. ","Driggs Avenue, Greenpoint",40.724479, -73.943253,,TRUE
0245,"District 33, Stephen Levin",33,Stephen Levin,Parks & Recreation,parks,"Safe to Play, Green Playground at M.S. 126","$500,000",Transform a cement lot into a safe and colorful playground with interactive play structures. Additional funding through Trust for Public Land will make this a sustainable space for kids and community.,"Ericsson Playground, Greenpoint",40.720400, -73.948280,,TRUE
0246,"District 33, Stephen Levin",33,Stephen Levin,Housing,housing,NYCHA Grounds Renovations Focused on Seating,"$550,000","Gowanus & Wyckoff residents will help determine grounds improvements, to be installed at two NYCHA developments, resulting in more pleasant 
areas for enjoying time outdoors and talking with friends.","Wyckoff Gardens and Gowanus Houses, Gowanus",40.682594, -73.984562,Chose coordinates for Wyckoff Gardens ,TRUE
0247,"District 33, Stephen Levin",33,Stephen Levin,Housing,housing,Hear the Beat! Community Sound Studio,"$100,000","This project will outfit an existing computer lab as a recording studio, so youth/adults could be trained for music/audio professions. Includes upgrades to the space and all needed audio equipment.","114 Taylor St., Independence Towers, W’burg",40.705378, -73.963271,,TRUE
0248,"District 33, Stephen Levin",33,Stephen Levin,Streets,streets,Safer Crossings for Hoyt Street at Gowanus Houses,"$400,000",Make street crossings safer between this housing development and the nearby subway. Add pedestrian safety enhancements to this four-block stretch of Hoyt Street that has no existing crossings.,"Hoyt St., Butler St. to Degraw St., Gowanus",40.684419, -73.988400,,TRUE
0249,"District 33, Stephen Levin",33,Stephen Levin,Streets,streets,Street Safety Improvements near P.S.16,"$400,000",Install a curb extension at this much-used intersection between P.S. 16 and Independence Towers. Improve other street safety features between the housing development and the local school.,"Corner of Bedford Ave. and Wilson St., W’burg",40.705406, -73.962494,,TRUE
0250,"District 33, Stephen Levin",33,Stephen Levin,Streets,streets,Real Time Arrival Signage for B44 Bus Route,"$300,000","Add signage that shows real-time, updated arrival times for up to 15 bus stops along Bedford and Nostrand Avenues.",Along B44 Bus Route in District 33,40.698979, -73.956537,,TRUE
0251,"District 33, Stephen Levin",33,Stephen Levin,Streets,streets,Pedestrian Safety Improvements - Meeker Avenue,"$400,000",Continuing safety improvements along this high-speed corridor to decrease crossing distances and improve pedestrian safety.,Meeker Avenue in District 33 - Williamsburg,40.715706, -73.951678,,TRUE
0252,"District 33, Stephen Levin",33,Stephen Levin,Transit,transit,Additional Turnstiles at York St. Subway (F Train),"$250,000","Install additional turnstiles for York Street Station in 2017 which will reduce congestion and long lines for the 9,000 weekday riders now limited to only two turnstiles. ","York St. Subway Station, DUMBO",40.701401, -73.986736,,TRUE
0253,"District 34, Antonio Reynoso",34,Antonio Reynoso,Education,education,21st Century Technology at P.S. 120 and P.S. 132,"$285,000","Includes smart boards, laptops, smart tables, a 3-D Printer, a green wall, and solar & weather panels.",18 Beaver Street /320 Manhattan Avenue,40.714842, -73.945987,,TRUE
0254,"District 34, Antonio Reynoso",34,Antonio Reynoso,Education,education,Technology Upgrades at P.S. 239 and P.S. 18,"$400,000","Includes two new laptop carts, two smart tables, a 3-D printers, six smart boards, and forty-two desktops.",15-17 Weirfield Street /101 Maujer Street ,40.710827, -73.946880,,TRUE
0255,"District 34, Antonio Reynoso",34,Antonio Reynoso,Education,education,Auditorium Facelift at P.S. 147,"$400,000","Includes 300 new chairs, a new stage, and re-wiring for better sound equipment.",325 Bushwick Avenue ,40.705041, -73.938687,,TRUE
0256,"District 34, Antonio Reynoso",34,Antonio Reynoso,Education,education,A Cool Gym at P.S. 257,"$250,000","An air conditioner in the school gym, which is used throughout the school year and summer programming. ",60 Cook Street ,40.702883, -73.941793,,TRUE
0257,"District 34, Antonio Reynoso",34,Antonio Reynoso,Education,education,Visual Arts Classroom Upgrade,"$200,000","This upgrade at MS 50/El Puente Community School calls for upgrades to lighting for accurate color work, ceiling tracks to hang 3-D art work, and new floors for an all around visual arts experience. ",183 S. 3rd Street,40.711871, -73.960222,,TRUE
0258,"District 34, Antonio Reynoso",34,Antonio Reynoso,Housing,housing,Playground Upgrade at Williamsburg Houses,"$350,000","This playground will get new benches, play equipment, and a sprinkler system. ",176 Maujer Street - Block 1,40.710775, -73.942521,,TRUE
0259,"District 34, Antonio Reynoso",34,Antonio Reynoso,Housing,housing,Grounds Renovation at Bushwick Houses,"$200,000",This grounds renovation will focus on installing fence around an existing garden located behind the community center. It will be designed to budget and may include installing walkways and seating.,"50 Humboldt Street, Bushwick Houses",40.7029,-73.940563,,TRUE
0260,"District 34, Antonio Reynoso",34,Antonio Reynoso,Parks & Recreation,parks,Repaving our Bushwick Parks,"$500,000","Maria Hernandez Park and Fermi Playground can expect ground pavement, landscaping, and modern benches. ","50 Humboldt Street, Bushwick Houses",40.702800, -73.940463,,TRUE
0261,"District 34, Antonio Reynoso",34,Antonio Reynoso,"Arts, Culture & Community Facilities",culture,Electrify our Libraries in District 34 ,"$360,000","This proposal will provide four electric charging tables at each one of our libraries: Leonard Street, Bushwick Avenue and Dekalb Avenue. Residents will be able to work and re-charge from the same place.","Bushwick, Leonard, and Dekalb Libraries",40.704626, -73.939578,,TRUE
0262,"District 34, Antonio Reynoso",34,Antonio Reynoso,"Arts, Culture & Community Facilities",culture,Upgrade to Activity Rooms ,"$200,000","This proposal will upgrade the activity room in the Leonard Street Library and will include collapsible tables, folding chairs, rugs, freshly painted walls and new book bins. ",81 Devoe Street ,40.713620, -73.947886,,TRUE
0263,"District 34, Antonio Reynoso",34,Antonio Reynoso,"Arts, Culture & Community Facilities",culture,Upgrade to Activity Rooms in District 34,"$600,000","This proposal will include collapsible tables, folding chairs, rugs, freshly painted walls and new book bins for all three district libraries: Leonard Street, Bushwick Avenue and DeKalb Avenue.","Bushwick, Leonard, and Dekalb Libraries",40.691633, -73.951286,,TRUE
0264,"District 34, Antonio Reynoso",34,Antonio Reynoso,Transit,transit,Real Time Passenger Boards,"$60,000",Real Time Passenger Information in Council District 34. DOT will choose site locations with the City Council office post budget adoption.,"Ridgewood, Bushwick, and Williamsburg",40.707702, -73.950402,Locations are not set so we used the District Office location,TRUE
0265,"District 35, Laurie Cumbo",35,Laurie Cumbo,Streets,streets,President Street Bump-Outs,"$300,000","On President Street, create bump-outs to extend curbs into the street. This is a high-volume subway station with inadequate space for pedestrians. Project would decrease likelihood of injury/death.",President St. and Nostrand Ave. (2/5 Stop),40.667874, -73.950629,,TRUE
0266,"District 35, Laurie Cumbo",35,Laurie Cumbo,Streets,streets,Bus Pads on Fulton Street ,"$220,000","Bus pads replace the surface where buses stop and replace the pavement that gets warped with a solid concrete pad. The warped streets cause danger for bikes, the old and the young who walk there. ",Vanderbilt Avenue to Carlton Avenue ,40.683995, -73.968731,,TRUE
0267,"District 35, Laurie Cumbo",35,Laurie Cumbo,Streets,streets,Bump Out at Washington Avenue and Dean Street,"$300,000",Create a bump-out at the Dean Street and Washington Avenue intersection. This is in response to increased vehicular traffic on Dean Street. It will help reduce the risk of pedestrian injuries. ,Washington Avenue at Dean Street,40.679424, -73.964026,,TRUE
0268,"District 35, Laurie Cumbo",35,Laurie Cumbo,Streets,streets,Security Cameras in Precincts 88 and 77 ,"$210,000",Install Argus security cameras at intersections where NYPD precincts have identified a need. Each Argus unit is a set of 2 cameras. Three units will be allocated to each of the 2 precincts.,NYPD to Choose Place ,40.68552,-73.977817,Locations are not set so we used the District Office location,TRUE
0269,"District 35, Laurie Cumbo",35,Laurie Cumbo,Streets,streets,Security Cameras in Precincts 71 and 78 ,"$210,000",Install Argus security cameras at intersections where NYPD precincts have identified a need. Each Argus unit is a set of 2 cameras. Three units will be allocated to each of the 2 precincts.,NYPD to choose place ,40.685420, -73.977717,Locations are not set so we used the District Office location,TRUE
0270,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Basketball Court Renovation at Lafayette Gardens,"$350,000",Renovation of basketball court. ,Lafayette Gardens Housing Development ,40.690162,-73.959918,,TRUE
0271,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Basketball Court Renovation at Whitman Houses,"$350,000",Renovation of basketball court,Whitman Housing Development ,40.694408,-73.974404,,TRUE
0272,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Basketball Court Renovation at Atlantic Terminal,"$350,000",Basketball court renovation ,Atlantic Terminal Housing Development ,40.682739,-73.970588,,TRUE
0273,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Grounds Renovation,"$500,000","Project will be designed to budget in collaboration with the Resident Association leadership.  Priorities to be considered will include lighting, trees, bushes, irrigation system and metal benches",Atlantic Terminal Housing Development ,40.682839, -73.970388,,TRUE
0274,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Safety Upgrades in Farragut Housing Development,"$500,000",Design it to budget. Install Cameras in staircases and elevators.,Farragut Housing Development,40.699112,-73.9818,,TRUE
0275,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Renovation to Willoughby Senior Center Entrance,"$500,000","Grounds Renovation for the outside. The entry way to the Willoughby Senior Center needs new walls, new paint and new floors.",Whitman Housing Development ,40.694208,-73.974204,,TRUE
0276,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Grounds Renovation,"$500,000","Project will be designed to budget in collaboration with the Resident Association leadership.  Priorities to be considered will include lighting, trees, bushes, irrigation system and metal benches",Lafayette Gardens Housing Development Garden,40.690062, -73.959818,,TRUE
0277,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Grounds Renovation ,"$500,000","Project will be designed to budget in collaboration with the Resident Association leadership.  Priorities to be considered will include lighting, trees, bushes, irrigation system and metal benches",Ingersoll Housing Development Garden ,40.693815, -73.982125,,TRUE
0278,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,Renovation of Farragut Community Center Entrance,"$500,000","Renovate the entry way to the Farragut community Center needs new walls, new paint and new floors.",Farragut Housing Development ,40.699012, -73.981700,,TRUE
0279,"District 35, Laurie Cumbo",35,Laurie Cumbo,Housing,housing,HVAC System for the Willoughby Senior Center ,"$500,000",HVAC system for the Willoughby Senior Center ,Whitman Housing Development ,40.694308, -73.974304,,TRUE
0280,"District 35, Laurie Cumbo",35,Laurie Cumbo,Education,education,New Technology for High-Need Schools: PS 375 & 532,"$310,000",Creating a new computer lab at PS 375 and upgrading ancient AV technology in the auditorium at PS 532 will enable students at these two Title I schools to thrive in the 21st century.,46 McKeever Pl &1025 Eastern Pkwy ,40.664922, -73.959515,,TRUE
0281,"District 35, Laurie Cumbo",35,Laurie Cumbo,Education,education,Renovate Decrepit Bathrooms at PS 9 & PS 316,"$300,000",Update 6 badly deteriorated bathrooms; includes replacing broken toilets & installing hand dryers. ,80 Underhill Ave & 750 Classon Ave.,40.678605, -73.966266,,TRUE
0282,"District 35, Laurie Cumbo",35,Laurie Cumbo,Education,education,Learning Walls for P.S. 20,"$36,500","Install pin-able writable walls in 20 classrooms for students and teachers to actively co-create learning. 5 temporary walls already increasing learning, initiation, critical thinking and cooperation.",PS 20 The Clinton Hill School 225 Adelphi Street,40.691476, -73.971165,,TRUE
0283,"District 35, Laurie Cumbo",35,Laurie Cumbo,Transit,transit,Real-Time Information Signs: B65 & B44 Passengers,"$120 -160,000","Install real-time bus signs on two of the busiest lines in Brooklyn:

B65: Flatbush & Dean; Flatbush & Bergen; Bergen & New York; Dean & Nostrand

B44: New York & Eastern Pkwy; Nostrand & Eastern Pkwy",B65 and B44 Stops,40.681900, -73.975807,,TRUE
0284,"District 36, Robert Cornegy",36,Robert Cornegy,"Arts, Culture & Community Facilities",culture,Renovate and Upgrade Marcy Library Auditorium,"$350,000","Upgrade the multi-purpose room/ auditorium of the Marcy Branch of the Brooklyn Public Library with new electrical, lighting, flooring & shelving.",617 Dekalb Avenue ,40.691639, -73.951235,,TRUE
0285,"District 36, Robert Cornegy",36,Robert Cornegy,Housing,housing,Security Cameras for Albany Houses,"$750,000",Add new security cameras to Albany Houses. (Project will be designed to budget and may not cover fully CCTV at both Albany I and II.),Albany Houses (NYCHA),40.673301, -73.936802,,TRUE
0286,"District 36, Robert Cornegy",36,Robert Cornegy,Housing,housing,Security Cameras for Marcy Houses Senior Buildings,"$750,000","Install security camera system to cover the two senior buildings (Marcy Avenue and Stockton Place) and other parts of Marcy Houses, as feasible. (Project will be designed to budget.)",Marcy Houses (NYCHA),40.697354, -73.951142,,TRUE
